timestamp,open,high,low,close,volume
2022-03-09,425.1400,429.5100,422.8200,427.4100,116990765
2022-03-08,419.6200,427.2100,415.1200,416.2500,164772744
2022-03-07,431.5500,432.3018,419.3600,419.4300,137896560
2022-03-04,431.7500,433.3700,427.8800,432.1700,114083256
2022-03-03,440.4700,441.1100,433.8000,435.7100,105501715
2022-03-02,432.3700,439.7200,431.5700,437.8900,117726525
2022-03-01,435.0400,437.1700,427.1100,429.9800,137785908
2022-02-28,432.0300,438.2000,430.7000,436.6300,145615029
2022-02-25,429.6100,437.8400,427.8600,437.7500,121804459
2022-02-24,411.0200,428.7600,410.6400,428.3000,213942946
2022-02-23,432.6600,433.2600,421.3500,421.9500,132578005
2022-02-22,431.8900,435.5000,425.8600,429.5700,122145129
2022-02-18,437.3300,438.6600,431.8200,434.2300,132642896
2022-02-17,443.2200,446.5652,436.4200,437.0600,102259108
2022-02-16,443.9300,448.0550,441.9400,446.6000,84863585
2022-02-15,443.7300,446.2800,443.1800,446.1000,88659503
2022-02-14,439.9200,441.6000,435.3400,439.0200,123006262
2022-02-11,449.4100,451.6050,438.9400,440.4600,153214597
2022-02-10,451.3400,457.7100,447.2000,449.3200,140103712
2022-02-09,455.2200,457.8800,455.0050,457.5400,92589929
2022-02-08,446.7300,451.9200,445.2200,450.9400,81012036
2022-02-07,449.5100,450.9900,445.8500,447.2600,84472859
2022-02-04,446.3500,452.7800,443.8300,448.7000,118454352
2022-02-03,450.9500,452.9700,445.7100,446.6000,118024442
2022-02-02,455.5000,458.1200,453.0500,457.3500,117360953
2022-02-01,450.6800,453.6300,446.9384,452.9500,123155382
2022-01-31,441.2400,450.2800,439.8100,449.9100,152251425
2022-01-28,432.6800,442.0000,427.8200,441.9500,164457370
2022-01-27,438.2600,441.5900,429.4500,431.2400,149878307
2022-01-26,440.7200,444.0400,428.8600,433.3800,186391088
2022-01-25,433.0600,439.7200,427.1500,434.4700,167997325
2022-01-24,432.0300,440.3800,420.7600,439.8400,252496719
2022-01-21,445.5600,448.0600,437.9500,437.9800,202271241
2022-01-20,453.7500,458.7400,444.5000,446.7500,122379696
2022-01-19,458.1300,459.6124,451.4600,451.7500,104945382
2022-01-18,459.7400,459.9600,455.3100,456.4900,107848237
2022-01-14,461.1900,465.0900,459.9000,464.7200,95890948
2022-01-13,472.1900,472.8800,463.4400,464.5300,91173121
2022-01-12,471.5900,473.2000,468.9400,471.0200,67605444
2022-01-11,465.2300,469.8500,462.0500,469.7500,73332978
2022-01-10,462.7000,465.7400,456.5973,465.5100,119361989
2022-01-07,467.9500,469.2000,464.6500,466.0900,85111593
2022-01-06,467.8900,470.8200,465.4300,467.9400,86858900
2022-01-05,477.1600,477.9800,468.2801,468.3800,104538940
2022-01-04,479.2200,479.9800,475.5800,477.5500,71178678
2022-01-03,476.3000,477.8500,473.8500,477.7100,72668233
2021-12-31,475.6400,476.8600,474.6700,474.9600,63617437
2021-12-30,477.9300,479.0000,475.6700,476.1600,55329041
2021-12-29,476.9800,478.5600,475.9200,477.4800,54502964
2021-12-28,477.7200,478.8100,476.0600,476.8700,47274585
2021-12-27,472.0600,477.3100,472.0100,477.2600,56808619
2021-12-23,468.7500,472.1900,468.6400,470.6000,56439745
2021-12-22,462.7900,467.8100,462.5800,467.6900,58890223
2021-12-21,458.6100,463.2100,456.3100,463.0600,69806260
2021-12-20,454.4800,455.4000,451.1400,454.9800,107134822
2021-12-17,461.5500,464.7400,458.0600,459.8700,135636510
2021-12-16,472.5700,472.8700,464.8000,466.4500,116568626
2021-12-15,463.4200,470.8600,460.7400,470.6000,116899251
2021-12-14,463.0900,465.7400,460.2500,463.3600,97264128
2021-12-13,470.1900,470.5600,466.2700,466.5700,87724680
2021-12-10,469.2300,470.9000,466.5100,470.7400,77159757
2021-12-09,468.1500,469.6291,466.1400,466.3500,61272568
2021-12-08,468.7000,470.0000,466.8300,469.5200,72238777
2021-12-07,464.4100,468.8800,458.6546,468.2800,95484688
2021-12-06,456.1300,460.7900,453.5600,458.7900,98977532
