timestamp,open,high,low,close,volume
2022-01-28,101.5500,105.4000,99.3500,105.2400,98749521
2022-01-27,111.9600,112.7500,101.9400,102.6000,125954124
2022-01-26,114.5500,117.1600,108.6300,110.7100,94752613
2022-01-25,114.1000,114.8200,109.8600,111.1300,85102907
2022-01-24,115.4000,116.7700,107.5000,116.5300,116301816
2022-01-21,120.1400,125.0200,118.3900,118.8100,95685268
2022-01-20,126.0400,128.5100,121.4100,121.8900,91157293
2022-01-19,133.5500,134.5700,128.0200,128.2700,69429197
2022-01-18,134.5000,136.3893,131.5900,131.9300,56219009
2022-01-14,131.6800,137.0000,131.4300,136.8800,71078438
2022-01-13,139.4400,141.2500,131.8100,132.7400,76618059
2022-01-12,138.5850,140.5700,135.7700,137.4700,69669598
2022-01-11,133.4500,138.9900,131.5900,137.3100,76931592
2022-01-10,129.0800,132.4200,125.0300,132.0000,84671336
2022-01-07,136.2800,137.4400,131.1300,132.0000,58441104
2022-01-06,136.1900,138.0000,131.7700,136.2300,64802937
2022-01-05,142.8150,143.7600,135.2900,136.1500,65403174
2022-01-04,151.0100,152.4200,140.7000,144.4200,80200455
2022-01-03,145.1350,151.6500,145.0200,150.2400,59477667
2021-12-31,146.1600,148.6100,143.5500,143.9000,49027007
2021-12-30,147.4400,148.8500,144.8500,145.1500,44357997
2021-12-29,152.8200,154.3399,147.2900,148.2600,51300205
2021-12-28,155.8800,156.7300,151.3800,153.1500,58699069
2021-12-27,147.5100,154.8900,147.2500,154.3600,53296375
2021-12-23,143.8900,149.0180,143.8500,146.1400,48653789
2021-12-22,142.6500,144.5000,140.2700,143.8800,46923682
2021-12-21,138.1850,144.5000,135.1500,144.2500,57785243
2021-12-20,135.9700,138.2600,133.5200,135.8000,38195396
2021-12-17,136.3000,142.0400,136.1100,137.7500,55692280
2021-12-16,147.0000,147.9300,137.0200,138.6400,63369550
2021-12-15,135.1100,146.6900,133.8100,146.5000,72425783
2021-12-14,131.6700,137.2400,130.6000,135.6000,50754642
2021-12-13,138.2500,139.4000,133.4150,133.8000,42173963
2021-12-10,141.2900,141.3650,135.8200,138.5500,42224275
2021-12-09,145.1600,146.6900,137.8000,138.1000,53019926
2021-12-08,144.9600,147.0400,142.7000,145.2400,40977478
2021-12-07,143.9000,145.7600,141.0001,144.8500,53359432
2021-12-06,141.1350,141.3100,134.2000,139.0600,66776493
